日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2022-03-28,优,35,84,12,33,4,14,0.51,92
2022-03-29,优,34,45,13,33,5,18,0.53,94
2022-03-30,优,39,114,24,41,6,21,0.70,102
2022-03-31,优,44,194,26,43,4,16,0.74,92
2022-04-01,优,34,119,18,31,5,12,0.66,103
2022-04-02,优,35,119,18,29,5,13,0.61,103
2022-04-03,优,32,31,14,20,5,15,0.55,101
2022-04-04,优,36,45,19,27,5,15,0.58,106
2022-04-05,优,35,39,20,35,7,24,0.66,89
2022-04-06,良,52,139,34,51,7,31,0.75,95
2022-04-07,良,64,209,36,56,7,27,0.72,112
2022-04-08,优,50,62,26,50,8,27,0.65,108
2022-04-09,良,51,77,22,48,8,19,0.66,125
2022-04-10,优,45,49,24,45,7,15,0.70,105
2022-04-11,良,54,87,29,48,8,20,0.72,111
2022-04-12,优,36,70,21,33,8,24,0.69,83
2022-04-13,优,25,15,13,15,4,15,0.70,54
2022-04-14,优,21,5,9,10,4,11,0.71,67
2022-04-15,优,34,113,14,26,5,11,0.71,103
2022-04-16,优,47,198,32,48,6,14,0.69,124
2022-04-17,优,37,94,19,33,5,16,0.60,114
2022-04-18,优,37,94,16,31,6,17,0.65,118
2022-04-19,良,55,156,38,55,8,25,0.78,122
2022-04-20,良,71,238,43,70,10,23,0.82,148
2022-04-21,良,66,227,45,57,7,17,0.87,145
2022-04-22,良,53,189,36,47,10,24,0.90,116
2022-04-23,优,33,65,16,17,5,14,0.74,90
2022-04-24,优,27,25,9,8,4,10,0.70,88
2022-04-25,优,28,62,18,19,6,13,0.76,80
2022-04-26,优,26,36,16,18,5,17,0.87,56
2022-04-27,良,56,213,16,65,5,11,0.68,104
2022-04-28,良,71,301,22,94,5,13,0.70,88
2022-04-29,优,33,93,12,21,5,10,0.71,106
2022-04-30,优,33,122,17,25,5,13,0.75,103
2022-05-01,优,36,142,22,32,6,13,0.78,108
2022-05-02,良,56,259,39,53,7,21,0.82,111
2022-05-03,良,76,314,47,66,8,30,0.88,133
2022-05-04,良,67,274,41,54,9,18,0.80,148
2022-05-05,优,35,34,16,28,6,13,0.71,110
2022-05-06,优,32,48,15,20,7,12,0.70,100
2022-05-07,优,25,25,11,13,5,11,0.67,75
2022-05-08,优,31,49,12,24,5,12,0.65,97
2022-05-09,优,31,74,11,22,5,13,0.63,99
2022-05-10,优,29,76,13,25,5,10,0.68,92
2022-05-11,优,28,93,15,25,5,11,0.70,86
2022-05-12,优,29,129,14,17,5,12,0.70,91
2022-05-13,优,33,153,15,19,5,12,0.76,105
2022-05-14,优,38,199,19,31,5,15,0.75,107
2022-05-15,优,36,171,22,33,7,21,0.80,106
2022-05-16,良,54,286,31,47,7,24,0.81,112
2022-05-17,良,74,329,39,55,8,21,0.84,145
2022-05-18,优,47,152,22,34,8,18,0.74,135
2022-05-19,优,40,103,23,33,6,14,0.70,121
2022-05-20,优,36,72,24,26,5,20,0.70,64
2022-05-21,优,31,52,14,18,5,14,0.70,88
2022-05-22,优,38,124,19,27,7,13,0.70,109
2022-05-23,优,34,102,11,17,5,10,0.68,109
2022-05-24,优,34,117,9,11,5,9,0.70,108
2022-05-25,优,29,110,13,18,5,14,0.70,89
2022-05-26,优,35,165,24,29,6,28,0.75,62
2022-05-27,良,63,281,38,46,7,21,0.78,120
2022-05-28,优,36,149,16,18,5,15,0.68,108
2022-05-29,优,27,69,14,14,4,18,0.76,64
2022-05-30,良,51,262,34,40,5,23,0.92,74
2022-05-31,优,30,96,7,18,5,18,0.52,95
2022-06-01,优,46,210,32,40,5,23,0.83,96
2022-06-02,良,57,236,37,42,4,19,0.67,82
2022-06-03,优,27,108,10,15,3,11,0.47,86
2022-06-04,优,27,124,16,22,4,16,0.49,77
2022-06-05,优,26,99,15,17,3,22,0.57,42
2022-06-06,优,44,193,24,35,4,18,0.59,112
2022-06-07,优,45,185,28,40,4,17,0.60,104
2022-06-08,优,29,78,13,23,4,19,0.48,91
2022-06-09,优,38,154,22,34,4,13,0.50,115
2022-06-10,优,25,92,11,16,4,16,0.43,79
2022-06-11,优,32,125,13,20,4,11,0.39,101
2022-06-12,优,32,146,21,28,4,16,0.42,85
2022-06-13,优,23,63,8,10,3,19,0.45,70
2022-06-14,良,57,317,36,44,4,25,0.58,108
2022-06-15,良,84,328,48,62,5,28,0.67,137
2022-06-16,良,66,281,40,57,6,26,0.65,131
2022-06-17,良,59,266,31,49,5,22,0.62,117
2022-06-18,优,33,145,18,30,4,17,0.53,90
2022-06-19,优,41,201,27,41,4,26,0.62,68
2022-06-20,优,20,42,9,13,4,17,0.52,55
2022-06-21,优,25,91,13,21,4,18,0.53,72
2022-06-22,优,39,227,23,33,4,20,0.55,83
2022-06-23,优,30,184,15,30,4,19,0.50,71
2022-06-24,优,25,103,11,20,4,26,0.57,53
2022-06-25,优,36,188,19,28,4,18,0.54,99
2022-06-26,优,31,145,15,29,5,15,0.53,78
2022-06-27,优,25,117,10,23,5,12,0.49,69
2022-06-28,优,26,112,11,25,5,13,0.50,68
2022-06-29,优,27,92,14,26,4,16,0.51,69
2022-06-30,优,21,52,8,20,4,13,0.48,43
2022-07-01,优,19,37,7,19,4,10,0.45,39
2022-07-02,优,15,20,6,15,4,9,0.40,33
2022-07-03,优,17,41,8,16,4,10,0.40,38
2022-07-04,优,17,32,8,17,4,12,0.40,40
2022-07-05,优,33,192,17,32,4,14,0.50,87
2022-07-06,优,34,229,14,31,4,14,0.50,82
2022-07-07,优,38,215,20,33,4,22,0.59,94
2022-07-08,优,41,197,23,35,4,23,0.57,97
2022-07-09,优,49,249,27,38,5,22,0.62,118
2022-07-10,良,59,317,38,49,5,18,0.60,146
2022-07-11,优,31,129,14,25,4,22,0.60,93
2022-07-12,良,54,319,29,47,5,24,0.63,127
2022-07-13,良,63,328,31,48,5,23,0.59,128
2022-07-14,良,63,321,30,48,5,26,0.60,134
2022-07-15,优,46,241,29,43,4,29,0.70,99
2022-07-16,优,43,258,29,35,4,33,0.82,75
2022-07-17,良,51,321,33,44,4,20,0.68,109
2022-07-18,优,33,188,23,30,4,20,0.76,78
2022-07-19,优,31,172,21,28,3,22,0.69,81
2022-07-20,优,41,283,24,35,4,22,0.62,90
2022-07-21,优,29,142,17,28,3,23,0.60,66
2022-07-22,良,72,329,38,48,4,23,0.79,131
2022-07-23,优,47,302,30,41,4,17,0.58,107
2022-07-24,优,50,272,29,39,5,19,0.85,118
2022-07-25,优,42,165,24,33,3,13,0.59,119
2022-07-26,优,47,248,21,38,4,23,0.57,98
2022-07-27,良,55,312,25,41,4,31,0.60,108
2022-07-28,优,42,239,20,35,4,21,0.51,101
2022-07-29,优,16,8,8,16,3,10,0.40,35
2022-07-30,优,19,20,11,19,4,15,0.46,35
2022-07-31,优,27,64,16,27,4,16,0.57,62
2022-08-01,优,33,105,19,31,4,17,0.58,78
2022-08-02,优,45,210,30,41,3,13,0.58,105
2022-08-03,优,24,46,11,19,4,11,0.51,72
2022-08-04,优,26,78,10,21,4,13,0.55,78
2022-08-05,优,43,246,16,31,5,17,0.60,101
2022-08-06,优,42,256,22,42,5,34,0.77,73
2022-08-07,优,33,191,14,26,5,18,0.57,86
2022-08-08,优,24,113,8,20,5,13,0.50,64
2022-08-09,优,29,175,11,25,5,14,0.56,82
2022-08-10,优,37,240,14,30,5,18,0.60,89
2022-08-11,良,51,288,22,42,5,28,0.66,105
2022-08-12,良,53,280,25,46,5,34,0.71,102
2022-08-13,良,57,313,27,48,5,24,0.69,119
2022-08-14,优,46,285,20,37,5,18,0.66,104
2022-08-15,优,41,255,16,32,5,16,0.60,97
2022-08-16,优,40,217,19,35,5,23,0.67,87
2022-08-17,优,40,210,19,33,4,24,0.81,95
2022-08-18,优,39,209,21,34,4,21,0.58,84
2022-08-19,优,35,189,14,28,5,17,0.54,86
2022-08-20,优,41,237,23,42,5,27,0.73,85
2022-08-21,优,36,177,20,36,4,18,0.70,83
2022-08-22,优,46,300,26,41,4,20,0.72,120
2022-08-23,良,58,328,26,44,5,25,0.79,121
2022-08-24,优,33,162,11,33,4,14,0.60,70
2022-08-25,优,29,123,10,29,4,16,0.56,76
2022-08-26,优,31,180,12,31,4,21,0.61,68
2022-08-27,优,29,165,14,25,4,20,0.67,77
2022-08-28,优,27,148,8,26,4,13,0.60,81
2022-08-29,优,35,232,13,32,5,17,0.67,98
2022-08-30,优,44,279,27,45,4,21,0.77,83
2022-08-31,优,24,63,11,18,4,18,0.66,73
2022-09-01,优,33,170,13,25,4,14,0.61,104
2022-09-02,优,28,74,10,23,4,13,0.56,88
2022-09-03,优,18,14,6,14,4,13,0.51,45
2022-09-04,优,18,14,6,17,4,10,0.49,30
2022-09-05,优,21,27,4,9,4,10,0.53,68
2022-09-06,良,59,239,33,57,5,27,0.85,116
2022-09-07,良,70,296,36,61,6,29,0.75,135
2022-09-08,优,40,103,18,41,6,34,0.59,81
2022-09-09,优,31,46,12,27,5,21,0.58,95
2022-09-10,优,31,43,13,26,5,20,0.55,92
2022-09-11,优,30,44,12,30,5,16,0.51,69
2022-09-12,优,27,38,15,26,5,20,0.61,51
2022-09-13,优,19,29,8,15,4,15,0.56,55
2022-09-14,优,16,21,8,15,4,13,0.61,40
2022-09-15,优,19,40,9,12,4,15,0.63,53
2022-09-16,优,44,179,29,42,5,29,0.69,71
2022-09-17,良,53,199,37,47,5,35,0.90,77
2022-09-18,优,37,112,21,34,5,18,0.73,90
2022-09-19,良,55,255,25,57,6,16,0.73,104
2022-09-20,优,41,188,11,41,5,16,0.53,78
2022-09-21,优,31,84,8,31,5,22,0.50,63
2022-09-22,优,36,101,12,36,6,31,0.52,64
2022-09-23,优,50,194,18,56,6,32,0.63,71
2022-09-24,优,29,76,8,28,5,17,0.50,74
2022-09-25,优,30,55,9,30,5,20,0.53,75
2022-09-26,优,35,80,16,35,6,26,0.60,79
2022-09-27,优,28,53,10,22,5,21,0.54,87
2022-09-28,优,26,41,15,25,5,32,0.58,69
2022-09-29,优,27,30,14,23,5,33,0.61,62
2022-09-30,优,25,47,12,24,5,26,0.61,59
2022-10-01,优,37,154,23,34,5,23,0.61,47
2022-10-02,优,29,116,15,29,6,15,0.60,59
2022-10-03,优,34,203,18,34,6,18,0.63,75
2022-10-04,优,28,206,11,28,5,14,0.65,47
2022-10-05,优,26,170,8,25,5,13,0.53,66
2022-10-06,优,20,95,8,14,5,17,0.60,64
2022-10-07,优,23,99,9,17,5,19,0.60,65
2022-10-08,优,27,97,13,27,5,28,0.61,68
2022-10-09,优,41,247,26,38,5,28,0.74,72
2022-10-10,优,47,294,14,48,7,26,0.65,56
2022-10-11,优,38,130,18,39,7,35,0.65,53
2022-10-12,优,29,36,11,28,5,29,0.55,65
2022-10-13,优,29,29,10,28,6,27,0.60,74
2022-10-14,优,35,44,14,35,5,32,0.63,68
2022-10-15,优,37,43,22,37,5,31,0.65,76
2022-10-16,优,45,120,29,42,5,28,0.69,80
2022-10-17,良,56,233,30,52,5,18,0.67,83
2022-10-18,优,32,50,9,32,5,21,0.58,59
2022-10-19,优,29,24,11,28,6,26,0.59,66
2022-10-20,优,32,37,11,31,5,35,0.59,58
2022-10-21,优,39,67,16,39,6,43,0.63,52
2022-10-22,优,42,89,26,42,6,32,0.68,50
2022-10-23,优,41,89,23,43,6,17,0.63,86
2022-10-24,优,32,46,11,32,6,21,0.54,76
2022-10-25,优,29,35,8,28,5,22,0.52,66
2022-10-26,优,31,48,9,31,5,36,0.58,47
2022-10-27,优,21,21,7,18,5,30,0.58,49
2022-10-28,优,35,137,13,33,5,18,0.58,81
2022-10-29,优,31,89,13,31,6,22,0.60,71
2022-10-30,优,36,105,18,36,5,24,0.63,72
2022-10-31,优,30,60,10,30,5,25,0.58,62
2022-11-01,优,37,115,20,37,6,25,0.64,75
2022-11-02,良,53,205,31,54,6,28,0.73,79
2022-11-03,优,38,125,18,38,6,36,0.69,59
2022-11-04,优,36,117,15,36,6,19,0.59,67
2022-11-05,优,41,112,21,41,6,27,0.63,63
2022-11-06,优,31,56,14,30,6,34,0.58,59
2022-11-07,优,33,56,16,32,6,33,0.61,66
2022-11-08,优,32,54,16,32,6,40,0.62,52
2022-11-09,优,41,81,21,41,6,35,0.65,63
2022-11-10,良,51,124,35,48,6,32,0.70,52
2022-11-11,优,36,71,25,29,5,31,0.62,29
2022-11-12,优,29,79,16,28,6,26,0.65,47
2022-11-13,优,30,119,15,27,5,20,0.75,36
2022-11-14,优,43,136,24,42,6,37,0.80,26
2022-11-15,良,80,298,59,73,8,57,1.08,22
2022-11-16,良,91,295,68,77,8,54,1.00,49
2022-11-17,优,23,17,9,10,5,23,0.60,70
2022-11-18,优,29,49,11,28,5,31,0.62,55
2022-11-19,优,44,128,25,39,6,46,0.73,33
2022-11-20,良,65,232,47,49,5,37,0.92,31
2022-11-21,良,58,219,41,53,6,47,0.90,32
2022-11-22,优,47,198,33,32,5,35,0.82,52
2022-11-23,优,28,86,14,26,5,31,0.72,54
2022-11-24,优,42,139,20,42,6,49,0.70,44
2022-11-25,优,44,126,19,47,6,50,0.67,42
2022-11-26,良,66,247,45,67,7,55,0.93,39
2022-11-27,优,40,126,21,38,6,35,0.61,55
2022-11-28,优,29,85,13,27,6,29,0.60,47
2022-11-29,优,27,80,14,22,5,21,0.73,38
2022-11-30,优,27,110,12,26,5,23,0.66,37
2022-12-01,优,33,148,18,33,6,31,0.78,31
2022-12-02,优,47,172,28,50,8,46,0.96,21
2022-12-03,优,42,146,28,34,6,47,0.94,17
2022-12-04,优,31,109,12,30,5,16,0.62,56
2022-12-05,优,22,51,11,20,5,23,0.61,45
2022-12-06,优,37,97,16,39,6,52,0.73,28
2022-12-07,良,53,137,32,59,7,57,0.79,42
2022-12-08,良,57,132,33,64,7,68,0.75,31
2022-12-09,优,44,80,28,40,6,61,0.92,15
2022-12-10,良,71,189,52,52,6,46,1.14,16
2022-12-11,良,53,144,32,46,6,23,0.67,58
2022-12-12,优,49,63,31,50,6,43,0.73,38
2022-12-13,良,99,246,57,136,9,58,0.95,27
2022-12-14,良,78,236,26,105,7,39,0.69,36
2022-12-15,良,56,130,20,63,7,53,0.66,31
2022-12-16,优,36,86,14,36,6,39,0.63,42
2022-12-17,优,47,131,25,54,7,22,0.75,46
2022-12-18,良,58,226,18,66,8,34,0.76,36
2022-12-19,良,54,128,24,59,8,58,0.81,26
2022-12-20,优,46,59,21,46,7,55,0.70,39
2022-12-21,良,68,175,42,89,9,47,0.83,41
2022-12-22,良,77,255,45,102,9,46,0.83,38
2022-12-23,优,38,77,16,38,9,32,0.76,41
2022-12-24,优,50,120,30,52,9,43,0.86,36
2022-12-25,优,46,73,30,47,8,39,0.89,37
2022-12-26,良,61,151,43,58,8,57,0.98,28
2022-12-27,良,95,217,71,76,10,51,1.07,42
2022-12-28,轻度污染,105,250,79,82,9,43,1.06,59
2022-12-29,优,46,87,31,40,7,34,0.74,55
2022-12-30,优,44,64,30,44,8,52,0.86,34
2022-12-31,良,92,215,68,80,9,68,1.07,37
